āwˉ	aː w
āwˉ$	aː w
ā̩	ãː
ā̩$	ãː
ā̩:	ãː
ā̩:$	ãː
ā̩:h	ã̤ː
ā̩:s	ā̩ː s
ā̩:s$	ãː s
ā̩h	ã̤ː
ā̩h$	ã̤ː
ā̩hs	ã̤ s
ā̩s	ãː s
ā̩s$	ãː s
ā̩ː	ãː
ą	ã
ąs	ã s
ąs$	ã s
ą̄	ãː
č	tʃ
čh	tʃʰ
ē	eː
ē̩	ẽː
ē̩$	ẽː
ę	ẽ
ę$	ẽ
ęh	ẽ̤
ī:	iː
ō	oː
ō$	oː
ōh	o̤ː
ōs$	oː s
š	ʃ
ũ	ũ
ū	uː
ū$	uː
ų	ũ
ų$	ũ
ǫ	õ
ǫh	ã̤
ǰ	tʃ
ȳ	yː
ʔ	ʔ
ʔ$	ʔ
ʔs	ʔ s
ʔʔ	ʔ + ʔ
ˉ	NULL
̩	NULL
◦	+
